id,label
1,0.9598
2,0.99295
3,0.0590378
4,0.980517
5,0.75208
6,0.198645
7,0.0277917
8,0.438368
9,0.0542753
10,0.338137
11,0.000337029
12,0.98992
13,0.457499
14,0.891013
15,0.100432
16,0.0965685
17,0.999474
18,0.982626
19,0.67974
20,0.56277
21,0.82014
22,0.338506
23,0.943259
24,0.997077
25,0.58738
26,0.957595
27,0.957392
28,0.0773877
29,0.893204
30,0.97661
31,0.998766
32,0.0951007
33,0.95151
34,0.216073
35,0.24583
36,0.702329
37,0.144688
38,0.0762237
39,0.998757
40,0.0187227
41,0.906933
42,0.999311
43,0.994605
44,0.925647
45,0.0275815
46,0.69644
47,0.767645
48,0.999871
49,0.99821
50,0.365998
51,0.00564058
52,0.0728979
53,0.360165
54,0.101128
55,0.194036
56,0.938104
57,0.912124
58,0.249744
59,0.905035
60,0.84829
61,0.663258
62,0.947179
63,0.833693
64,0.955883
65,0.996203
66,0.665646
67,0.954739
68,0.122586
69,0.993652
70,0.963883
71,0.769517
72,0.97514
73,0.999146
74,0.984882
75,0.962384
76,0.908847
77,0.998228
78,0.987559
79,0.939227
80,0.14135
81,0.63337
82,0.555677
83,0.998987
84,0.039127
85,0.998851
86,0.355474
87,0.743717
88,0.641721
89,0.0224499
90,0.873168
91,0.162953
92,0.0108699
93,0.0534179
94,0.998007
95,0.988206
96,0.632324
97,0.992126
98,0.988771
99,0.310825
100,0.829695
101,0.0367269
102,0.877926
103,0.910633
104,0.567174
105,0.649224
106,0.970699
107,0.0365925
108,0.806862
109,0.997547
110,0.995067
111,0.945859
112,0.696006
113,0.999976
114,0.582648
115,0.295222
116,0.00892964
117,0.692813
118,0.999951
119,0.969686
120,0.782153
121,0.256131
122,0.0969517
123,0.260448
124,0.318479
125,0.00391512
126,0.845831
127,0.992568
128,0.00767321
129,0.674663
130,0.165347
131,0.998852
132,0.757861
133,0.293476
134,0.0406048
135,0.00119996
136,0.0191363
137,0.988001
138,0.277641
139,0.991924
140,0.258636
141,0.057917
142,0.797374
143,1.0
144,0.917478
145,0.0598651
146,0.999757
147,0.949604
148,0.778194
149,0.0966834
150,0.122933
151,0.891141
152,0.904986
153,0.0974645
154,0.223278
155,0.805457
156,0.472891
157,0.0330397
158,0.993902
159,0.984157
160,0.636637
161,0.959415
162,0.768507
163,0.00494936
164,0.871
165,0.847481
166,0.0610923
167,0.952232
168,0.0295884
169,0.812489
170,0.0744189
171,0.925854
172,0.885716
173,0.805516
174,0.175521
175,0.985735
176,0.995998
177,0.693726
178,0.976985
179,0.911475
180,0.0763631
181,0.99173
182,0.997656
183,0.0326126
184,0.176769
185,0.602136
186,0.867929
187,0.0291312
188,0.232874
189,0.0223048
190,0.997493
191,0.0831713
192,0.859469
